HoCoNum,HoCoName,ProvName,DBAName,StateFIPS,Pop_Served
131310,"Telephone and Data Systems, Inc.",United States Cellular Corporation,U.S. Cellular,45,167533
131310,"Telephone and Data Systems, Inc.",United States Cellular Corporation,U.S. Cellular,47,1330964
131310,"Telephone and Data Systems, Inc.",United States Cellular Corporation,U.S. Cellular,48,184126
131310,"Telephone and Data Systems, Inc.",United States Cellular Corporation,U.S. Cellular,53,921831
131310,"Telephone and Data Systems, Inc.",United States Cellular Corporation,U.S. Cellular,54,798292
131310,"Telephone and Data Systems, Inc.",UsCellular,UsCellular,55,4671844
131310,"Telephone and Data Systems, Inc.",U S Cellular,U S Cellular,23,1252974
131310,"Telephone and Data Systems, Inc.",U.S. CELLULAR,U.S. CELLULAR,51,1226068
131310,"Telephone and Data Systems, Inc.","Utelco, LLC",TDS,55,24353
131310,"Telephone and Data Systems, Inc.","Vermont RSA No. 2-B2, Inc.",U.S. Cellular,50,206468
131310,"Telephone and Data Systems, Inc.","Vernon Telephone Company, Inc.",TDS Telecom,36,6187
131310,"Telephone and Data Systems, Inc.",VIRGINIA TELEPHONE COMPANY,TDS TELECOM,51,2104
131310,"Telephone and Data Systems, Inc.",Warren Telephone Company,"Telephone and Data Systems, Inc.",23,4356
131310,"Telephone and Data Systems, Inc.","Waunakee Telephone Company, LLC",TDS,55,18000
131310,"Telephone and Data Systems, Inc.","WEST POINT TELEPHONE COMPANY, INCORPORATED",TDS Telecom,18,2742
131310,"Telephone and Data Systems, Inc.","WEST POINT TELEPHONE COMPANY, INCORPORATED",TDS TELECOM,18,2148
131310,"Telephone and Data Systems, Inc.",Williston Telephone Company,TDS Telecom,45,12990
131310,"Telephone and Data Systems, Inc.","WILTON TELEPHONE COMPANY, INC.",TDS TELECOM,33,5780
131310,"Telephone and Data Systems, Inc.",Winsted Telephone Company,TDS Telecom,27,3815
131310,"Telephone and Data Systems, Inc.",WINTERHAVEN TELEPHONE COMPANY,TDS TELECOM,06,2047
131310,"Telephone and Data Systems, Inc.",Wolverine Telephone Company,TDS Telecom,26,26070
131310,"Telephone and Data Systems, Inc.",Wyandotte Telephone Company,TDS Telecom,40,1294
131311,Telephone Electronics Corporation,Bay Springs Communications,TEC,28,8051
131311,Telephone Electronics Corporation,Bay Springs Telephone,TEC,28,38198
131311,Telephone Electronics Corporation,Crockett Telephone Company,TEC,47,9560
131311,Telephone Electronics Corporation,Peoples Telephone Company,TEC,47,10261
131311,Telephone Electronics Corporation,Roanoke Telephone Company,TEC - Roanoke Division,01,11309
131311,Telephone Electronics Corporation,"TEC of Jackson, Inc","TEC of Jackson, Inc",28,1037526
131311,Telephone Electronics Corporation,West Tennessee Telephone Company,TEC,47,10277
902048,Teletec Communications,Teletec Communications,Teletec Communications,28,150686
900479,TelJet Longhaul LLC,TelJet Longhaul LLC,TelJet,50,63648
190365,"Tel-Star Cablevision, Inc.","Tel-Star Cablevision, Inc.","Tel-Star Cablevision, Inc.",17,12562
131315,Templeton Telephone Company,Templeton Telephone Company,Templeton Telephone Company,19,827
131316,"Tennessee Telephone Service, LLC",Tennessee Telephone Company,TDS Telecom,47,196435
901087,"Tennessee Wireless, LLC","Tennessee Wireless, LLC","Tennessee Wireless, LLC",47,10018
131320,Terral Telephone Company,"Grandlinx, LLC",Wavelinx,40,28123
131320,Terral Telephone Company,Terral Telephone Company,Terral Telephone Company,40,179
131320,Terral Telephone Company,Terral Telephone Company,Wavelinx,40,4403
131320,Terral Telephone Company,Terral Telephone Company,Wavelinx,48,4262
131321,Terril Telephone Cooperative,Terril Telephone Cooperative,Terril Telephone Cooperative,19,830
900460,"Texas Broadband, Inc.","Texas Broadband, Inc.","Texas Broadband, Inc.",48,295929
131324,Texas CellNet Inc.,"Texas CellNet, Inc.",Texas CellNet,48,63818
131325,"Texas Communications, Inc.",Texas Communications,Texas Communications,48,133442
131325,"Texas Communications, Inc.",Texas Communications,"Texas Communications of Bryan, Inc.",48,240291
131325,"Texas Communications, Inc.",Texas Communications,"Texas Communications of San Angelo, Inc.",48,115457
220064,TexasData,Broadband Data Services of Texas,TexasData,48,41840
900358,"Texas Windstream, Inc.","Texas Windstream, Inc.","Texas Windstream, Inc.",48,53850
900268,Texas Wireless Internet,Texas Wireless Internet,Texas Wireless Internet,48,1114228
900269,Texhoma Wireless,Texhoma Wireless,Texhoma Wireless,48,121424
900343,TGN Cable,TGN Cable,TGN Cable,48,1289
131328,"Thacker-Grigsby Telephone Company, Inc.",Thacker-Grigsby Telephone Company,Thacker-Grigsby Telephone,21,16162
131328,"Thacker-Grigsby Telephone Company, Inc.",T.V. Service,T.V. Service,21,28644
130073,The Arthur Mutual Telephone Company,Arthur Mutual Telephone Company,Arthur Mutual Telephone Company,39,2970
131329,The Champaign Telephone Company,Champaign Telephone Company,"CT Communications, Inc.",39,42196
131330,The Champlain Telephone Company,Champlain Telephone Company,Champlain Telephone Company,36,9579
131330,The Champlain Telephone Company,"Primelink, Inc.",Primelink,36,22953
900271,The Computer Works of Arkansas,The Computer Works of Arkansas,The Computer Works,05,161024
131332,The Conneaut Telephone Company,The Conneaut Telephone Company,Suite224 Internet,39,5877
131336,"The Golden Belt Telephone Association, Inc.",GBT Communications,GBT Communications,20,18954
131337,The Hancock Telephone Company,Hancock Telephone Co,Hancock Telephone Co,42,255
131337,The Hancock Telephone Company,Hancock Telephone Company,Hancock Telephone,36,2191
200046,The Home Town Network Inc.,"The Home Town Network, Inc.","The Home Town Network, Inc.",12,50292
902090,"The Media Cottage, Inc.","The Media Cottage, Inc.",VOWnet,48,17111
131339,The Middleburgh Telephone Company,The Middleburgh Telephone Co,The Middleburgh Telephone Company,36,11207
131338,The Middle Point Home Telephone Company,The Middle Point Home Telephone Company,The Middle Point Home Telephone Company,39,1714
130860,The Moundridge Telephone Company,"Moundridge Telephone Company, Inc.","Moundridge Telephone Company, Inc.",20,5251
131340,The Nebraska Central Telephone Co.,Nebraska Central Telephone Company,Nebraska Central Telephone Co.,31,16791
131341,The North-Eastern Pennsylvania Telephone Company,The North-Eastern Pennsylvania Telephone Company,The North-Eastern Pennsylvania Telephone Company,42,21443
902081,The Ocean State Higher Education Economic Development and Administrative Network (OSHEAN),The Ocean State Higher Education Economic Development and Administrative Network (OSHEAN),OSHEAN,44,8535
131342,The Ottoville Mutual Telephone Company,The Ottoville Mutual Telephone Company,Ottoville Mutual Telephone Company,39,3162
131021,The Peetz Cooperative Telephone Company,"Peetz Communications, LLC",Peetz Cooperative Telephone Company,08,875
131021,The Peetz Cooperative Telephone Company,Peetz Cooperative Telephone Company,"Peetz Communications, Llc",31,337
131021,The Peetz Cooperative Telephone Company,Peetz Cooperative Telephone Company,Peetz Cooperative Telephone Company,31,299
131344,The Ridgeville Telephone Company,Ridgeville Telephone,RTEC Communications,39,4821
131344,The Ridgeville Telephone Company,Ridgeville Telephone Company,Ridgeville Telephone Company,39,1283
901089,"TheSPECnet, Inc.","TheSPECnet, Inc.",theSPECnet,48,32358
131347,The Toledo Telephone Company,"The Toledo Telephone Co., Inc.",Toledo Telenet,53,5313
190367,The Utilities Board of the City of Sylacauga,Utilities Board City of Sylacauga,Utilities Board City of Sylacauga,01,85626
900547,The Wired Road,The Wired Road,The Wired Road,51,52011
131349,Three River Telco,Three River Telco,"Three River Communications, LLC",31,1976
131349,Three River Telco,Three River Telco,Three River Digital,31,8710
131349,Three River Telco,Three River Telco,Three River Telco,31,1720
900040,"TierOne Converged Networks, Inc.","TierOne Converged Networks, Inc.",TierOne Networks,48,2765746
131352,Time Warner Cable Inc.,Timer Warner Cable Inc.,TIME WARNER CABLE,15,1337090
131352,Time Warner Cable Inc.,Time Warner Cable Inc,Time Warner Cable,23,93995
131352,Time Warner Cable Inc.,Time Warner Cable Inc.,Time Warner Cable,23,918923
131352,Time Warner Cable Inc.,Time Warner Cable Inc.,Time Warner Cable,25,128763
131352,Time Warner Cable Inc.,Time Warner Cable Inc.,Time Warner Cable,26,13125
131352,Time Warner Cable Inc.,Time Warner Cable Inc.,Time Warner Cable,35,34703
131352,Time Warner Cable Inc.,Time Warner Cable Inc.,Time Warner Cable,37,6809170
131352,Time Warner Cable Inc.,Time Warner Cable Inc.,Time Warner Cable,39,9220703
131352,Time Warner Cable Inc.,Time Warner Cable Inc.,Time Warner Cable,45,1680392
131352,Time Warner Cable Inc.,Time Warner Cable Inc.,Time Warner Cable,47,52568
131352,Time Warner Cable Inc.,Time Warner Cable Inc.,Time Warner Cable,48,11680885
131352,Time Warner Cable Inc.,Time Warner Cable Inc.,TIME WARNER CABLE,06,8744
131352,Time Warner Cable Inc.,Time Warner Cable Inc.,TIME WARNER CABLE,15,27367
131352,Time Warner Cable Inc.,Time Warner Cable Inc.,Time Warner Cable Inc.,17,3158
131352,Time Warner Cable Inc.,TIME WARNER CABLE INC,TIME WARNER CABLE INC,51,46188
131352,Time Warner Cable Inc.,Time Warner Cable LLC,Time Warner Cable,04,166849
131352,Time Warner Cable Inc.,Time Warner Cable LLC,Time Warner Cable,08,15591
131352,Time Warner Cable Inc.,Time Warner Cable LLC,Time Warner Cable,16,149407
131352,Time Warner Cable Inc.,Time Warner Cable LLC,Time Warner Cable,20,616705
131352,Time Warner Cable Inc.,Time Warner Cable LLC,Time Warner Cable,31,368550
131352,Time Warner Cable Inc.,Time Warner Cable LLC,Time Warner Cable,34,195493
131352,Time Warner Cable Inc.,Time Warner Cable LLC,Time Warner Cable,36,11139469
131352,Time Warner Cable Inc.,Time Warner Cable LLC,Time Warner Cable,42,362285
131352,Time Warner Cable Inc.,Time Warner Cable LLC,Time Warner Cable,53,28199
131352,Time Warner Cable Inc.,Time Warner Cable LLC,Time Warner Cable,55,2460340
131352,Time Warner Cable Inc.,"Time Warner Cable, LLC",Time Warner Cable,01,119492
131352,Time Warner Cable Inc.,"Time Warner Cable, LLC.",Time Warner Cable,29,707696
131352,Time Warner Cable Inc.,TIME WARNER CABLE LLC,TIME WARNER CABLE,06,14883942
131352,Time Warner Cable Inc.,TIME WARNER CABLE LLC,TIME WARNER CABLE,18,643719
131352,Time Warner Cable Inc.,TIME WARNER CABLE LLC,TIME WARNER CABLE,21,2747707
131352,Time Warner Cable Inc.,TIME WARNER CABLE LLC,TIME WARNER CABLE,33,140509
131352,Time Warner Cable Inc.,TIME WARNER CABLE LLC,TIME WARNER CABLE,54,73187
131353,Tincans Wireless Internet,Tincans Wireless Internet,Tincans Wireless Internet,17,38234
190371,"TISD, Inc.","TISD, Inc.","TISD, Inc.",48,163871
131354,Titonka Telephone Company,Titonka Telephone Company,Titonka-Burt Communications,19,1832
150325,"Tivcorp, Inc.","Tivcorp, Inc.",Webjogger Internet Services,36,42501
130403,T-Mobile,Deutsche Telekom AG,T-Mobile,29,4191785
130403,T-Mobile,T-Mobile USA Inc,T-Mobile,04,5496673
130403,T-Mobile,"T-Mobile USA, Inc",T-Mobile,12,18560889
130403,T-Mobile,"T-Mobile USA, Inc.",Deutsche Telekom AG,23,200634
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,01,2700682
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,05,1125672
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,06,35762099
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,08,4460299
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,09,2922901
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,10,636845
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,11,612168
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,13,6945384
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,15,1223282
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,16,1135802
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,17,10597587
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,18,4260791
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,19,602581
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,20,1757055
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,21,2131952
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,22,3271944
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,24,4861777
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,25,5973807
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,26,6193901
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,27,3954429
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,28,1088170
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,32,2562350
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,33,618843
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,34,8375193
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,37,5151561
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,39,7924087
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,40,2000584
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,41,3042892
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,42,8606211
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,44,1000722
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,45,2866009
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,47,3645785
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,48,23178126
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,49,2421572
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,53,5964076
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,54,90696
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,55,3361914
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,56,87168
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile,72,2607953
130403,T-Mobile,"T-Mobile USA, Inc.",T-Mobile USA,36,16235907
130403,T-Mobile,"T-Mobile USA, Inc.","T-Mobile USA, Inc.",35,1533226
130403,T-Mobile,"T-MOBILE USA, INC.",T-MOBILE,51,5848524
902072,Tnet Broadband,Tnet Broadband,Tnet Broadband Internet Llc,41,4258
901090,"TNWEB, LLC","TNWEB, LLC","TNWEB, LLC",47,14738
901091,TOAST.net,TOAST.net,TOAST.net,21,3397133
901091,TOAST.net,TOAST.net,TOAST.net,42,12146473
131357,Tohono O'Odham Utility Authority,Tohono O Odham Utility Authority,Tohono O Odham Utility Authority,04,4584
900302,"Tongue River Cable TV, Inc.","Tongue River Cable TV, Inc.","Tongue River Cable TV, Inc.",56,3765
131358,"Tonica Technologies, Inc.",Tonica Telephone Company,Tonica Telephone Company,17,1255
900462,Topsham Telephone Company,"Topsham Communications, LLC",Topsham Communications,33,857
900462,Topsham Telephone Company,"Topsham Communications, LLC",Topsham Communications,50,1845
900462,Topsham Telephone Company,Topsham Telephone Company,Topsham Telephone Company,50,2909
131359,"Totah Communications, Inc.","Totah Communications, Inc.","Totah Communications, Inc.",20,3528
131359,"Totah Communications, Inc.","Totah Communications, Inc.","Totah Communications, Inc.",40,7754
260056,Total Highspeed LLC,Total Highspeed Internet Service,Total Highspeed Internet Service,29,529686
130315,TOTE Holdings LLC,North Texas Telephone Company,North Texas Telephone Company,48,1736
130315,TOTE Holdings LLC,"Oklatel Communications, Inc.","Oklatel Communications, Inc.",40,4911
130315,TOTE Holdings LLC,"Our-Town Internet Services, LLC",Our-Town Internet Services,48,28892
130315,TOTE Holdings LLC,"Totelcom Communications, LLC","Totelcom Communications, LLC",48,17659
900966,"totheHome.com, LLC","totheHome.com, LLC",totheHome,27,22229
900393,Town & Country Cable and Telecommunications LLC,Town & Country Cable and Telecommunications LLC,Golden Communications,26,7112
131362,"Townes Telecommunications, Inc.",Electra Telephone Company,Electra Telephone Company,48,3070
131362,"Townes Telecommunications, Inc.",Haxtun Telephone,Haxtun,08,2603
131362,"Townes Telecommunications, Inc.","Mokan Dial, Inc.",Townes Telecommunications Services Company,20,10273
131362,"Townes Telecommunications, Inc.",Northeast Florida Telephone Company,Nefcom,12,25862
131362,"Townes Telecommunications, Inc.",Northeast Florida Telephone Company,NEFCOM,12,1455
131362,"Townes Telecommunications, Inc.",Pymatuning Indep. Tel. Company,Pymatuning Indep. Tel. Company,42,4746
131362,"Townes Telecommunications, Inc.",Tatum Telephone Company,Tatum Telephone Company,48,2694
131362,"Townes Telecommunications, Inc.",Townes Communications,Walnut Hill Telephone Co,05,10326
131362,"Townes Telecommunications, Inc.","Townes Tele-Communications, Inc.",Choctaw Telephone Company,29,2043
131362,"Townes Telecommunications, Inc.","Townes Tele-Communications, Inc.","MoKan Dial, Inc.",29,2119
900811,Town of Norwood,Town of Norwood,Norwood Light Broadband,25,28112
131042,Town of Pineville,Town of Pineville,Pineville Telephone Company,37,1961
131042,Town of Pineville,Town of Pineville,PTC Communications,37,4273
240092,Town of Russell,Town of Russell,Russell Municipal Cable T.V.,25,1659
131361,Town of Shrewsbury,Town of Shrewsbury,Shrewsbury Electric and Cable Operations (SELCO),25,36703
900708,Town of Warwick,Town of Warwick,Warwick Broadband Service,25,10771
131363,"Traceroad, Inc.","Smithville Telephone Company, Incorporated","Smithville Telephone Company, Incorporated",28,2406
900274,"Traceworks, LLC","Traceworks, LLC","Traceworks, LLC",30,824
210080,Traer Municipal Utilities,Traer Municipal Utilities,TMU,19,9694
900434,Transcend Broadband,Transcend Broadband,Transcend BB,04,913289
240093,"Trans-Video, Inc.",Trans-Video Cable,Trans-Video Cable,50,5478
131365,Trenton Telephone Co.,Trenton Telephone Company,Trenton Telephone Company,13,16697
240094,Trenton TV Cable Company,Trenton TV Cable Company,Trenton TV Cable Company,47,5941
900813,"Trex Broadband, Inc.",BlueStreak Broadband,"BlueStreak Broadband, Inc.",15,303658
131367,"Triangle Telephone Cooperative Assn., Inc.","Central Montana Communications, Inc.",Triangle Communications,30,10629
131367,"Triangle Telephone Cooperative Assn., Inc.","Triangle Communication Systems, Inc.",Triangle Communications,30,22627
131367,"Triangle Telephone Cooperative Assn., Inc.","Triangle Telephone Cooperative Association, Inc.",Triangle Communications,30,17882
900379,"Tribal One Broadband Technologies, LLC","Tribal One Broadband Technologies, LLC",ORCA Communications,41,20883
131368,"Tri-County Communications Cooperative, Inc.",Tri-County Communications Cooperative,Tri-County Communications Cooperative,55,8020
131368,"Tri-County Communications Cooperative, Inc.",Western Wisconsin Communications,Western Wisconsin Communications,55,24283
131366,"Tri County Telephone Association, Inc.","TCT West, Inc.","TCT West, Inc.",30,157805
131366,"Tri County Telephone Association, Inc.","TCT West, Inc.","TCT West, Inc.",56,39108
131366,"Tri County Telephone Association, Inc.","TC Wireless, Inc.",Advantage Plus,20,40380
131366,"Tri County Telephone Association, Inc.",The Tri-County Telephone Association,The Tri-County Telephone Association,20,10205
131366,"Tri County Telephone Association, Inc.","Tri County Telephone Association, Inc.","Tri County Telephone Association, Inc.",56,1920
131370,Tri-County Telephone Membership Corporation,"Tri-County Communications, Inc.",Tri-County Telecom,37,2602
131370,Tri-County Telephone Membership Corporation,Tri-County Telephone Membership Corporation,Tri-County Telecom,37,7205
900967,"Tri-County Wireless, Inc.","Tri-County Wireless, Inc.","Tri-County Wireless, Inc.",26,299971
900276,Tri-Lutions Computer and Internet Center,Tri-Lutions Computer and Internet Center,Tri-Lutions Computer and Internet Center,17,38335
130797,"TrioTel Communications, Inc.","TrioTel Communications, Inc.","TrioTel Communications, Inc.",46,5388
901092,TriState,TriState,"Tri State Internet, LLC",28,127787
190380,"Troy Cablevision, Inc.","Troy Cablevision, Inc.","Troy Cablevision, Inc.",01,98268
131378,"Trumansburg Telephone Co., Inc.-Ontario Telephone Co., Inc.",Finger Lakes Technologies Group,Finger Lakes Technologies Group,36,253098
131378,"Trumansburg Telephone Co., Inc.-Ontario Telephone Co., Inc.",Ontario Telephone Company Inc.,Ontario Telephone Company,36,9652
131378,"Trumansburg Telephone Co., Inc.-Ontario Telephone Co., Inc.","Trumansburg Telephone Company, Inc.",Trumansburg Telephone,36,16909
131379,"Trustees of the City of Muscatine, Iowa",Muscatine Power and Water,MachLink,19,28575
131379,"Trustees of the City of Muscatine, Iowa",Muscatine Power & Water,MachLink,19,31819
131314,TSC Acquisition Corporation,Telscape Communications,Telscape Communications,06,2606467
901093,Tsunami-Wireless,Tsunami-Wireless,Tsunami-Wireless,06,25390
210110,"Tucker Communications, Inc.","Tucker Communications, Inc.","Tucker Communications, Inc.",26,24098
131383,"Tularosa Basin Telephone Company, Inc.","Tularosa Basin Telephone Company, Inc.","Tularosa Communications, Inc.",35,48122
200059,Tullahoma Utilities Board,Tullahoma Utilities Board,Tullahoma Utilities Board,47,17360
902099,TV Association of Republic,TV Association of Republic,TV Association of Republic,53,1094
170086,"TV Cable Company of Andalusia, Inc.","TV Cable Of Andalusia, Inc.","TV Cable Of Andalusia, Inc.",01,25661
170105,TV Cable of Rensselaer & Winamac,TV Cable of Rensselaer Inc.,TV Cable,18,7922
170105,TV Cable of Rensselaer & Winamac,TV Cable of Winamac Inc.,TV Cable,18,4441
190381,"TVC Albany, Inc.","TVC Albany, Inc.",TechValley Communications,36,198111
900332,"TVC, Inc.","TVC, Inc.","TVC, Inc.",26,16567
131384,Twin Lakes Telephone Cooperative Corporation,Twin Lakes Telephone Cooperative Corporation,Twin Lakes Telephone Cooperative Corporation,47,82780
900814,Twinmounds.com,Twinmounds.com,Twinmounds.com,20,3758
140092,"Twin Valley Management, Inc.","Twin Valley Communications, Inc.","Twin Valley Communications, Inc.",20,6087
140092,"Twin Valley Management, Inc.","Twin Valley Telephone, Inc.","Twin Valley Telephone, Inc.",20,16947
160153,tw telecom inc.,tw telecom inc.,tw telecom inc.,08,56666
160153,tw telecom inc.,tw telecom of alabama llc,tw telecom,01,40680
160153,tw telecom inc.,TW Telecom of Arizona LLC,TW Telecom of Arizona LLC,04,61849
160153,tw telecom inc.,tw telecom of california l.p.,tw telecom,06,171407
160153,tw telecom inc.,tw telecom of d.c. llc,tw telecom inc.,11,3309
160153,tw telecom inc.,TW Telecom of Florida LLC,tw telecom,12,757686
160153,tw telecom inc.,TW Telecom of Georgia L.P.,TW Telecom of Georgia L.P.,13,19937
160153,tw telecom inc.,tw telecom of hawaii l.p.,TW TELECOM,15,53896
160153,tw telecom inc.,TW TELECOM OF HAWAII L.P.,TW TELECOM,15,71878
160153,tw telecom inc.,tw telecom of Idaho llc,tw telecom,16,28708
160153,tw telecom inc.,TW Telecom of Illinois,TW Telecom Inc.,17,3041
160153,tw telecom inc.,"tw telecom of kansas city, LLC.",tw telecom,29,8653
160153,tw telecom inc.,tw telecom of kentucky llc,tw telecom of kentucky llc,21,17753
160153,tw telecom inc.,tw telecom of louisiana llc,tw telecom of louisiana llc,22,2571
160153,tw telecom inc.,tw telecom of maryland llc,tw telecom of maryland llc,24,9954
160153,tw telecom inc.,tw telecom of mississippi llc,tw telecom of mississippi llc,28,10643
160153,tw telecom inc.,tw telecom of new jersey,tw telecom of new jersey,34,1288
160153,tw telecom inc.,"TW Telecom of New Mexico, LLC","TW Telecom of New Mexico, LLC",35,33369
160153,tw telecom inc.,tw telecom of new york l.p.,tw telecom,36,111706
160153,tw telecom inc.,TW Telecom of Oklahoma LLC,TW Telecom of Oklahoma LLC,40,558
160153,tw telecom inc.,TW Telecom of Oregon LLC,TW Telecom of Oregon LLC,41,1185548
160153,tw telecom inc.,TW Telecom of Washington LLC,TW Telecom of Washington LLC,53,19161
160153,tw telecom inc.,tw telecom of wisconsin l.p.,tw telecom,55,42299
131387,UBTA-UBET Communications,Uintah Basin Electronic Telecom,STRATA Networks,56,63815
131387,UBTA-UBET Communications,Uintah Basin Electronic Telecommunications,Strata Networks,08,29095
131387,UBTA-UBET Communications,Uintah Basin Telecommunications,Strata Networks,49,52761
900815,UDATAnet Wireless,UDATAnet Wireless,UDATAnet Wireless,39,23580
190383,UIDC Telecom,UIDC Telecom,Rio Networks,41,424435
131388,Union River Telephone Company,Union River Telephone Company,Union River Telephone Company,23,2051
131389,Union Telephone Company,Union Telephone Company,Union Telephone,56,9059
131389,Union Telephone Company,Union Telephone Company,Union Telephone Company,55,9446
131389,Union Telephone Company,Union Telephone Company,Union Wireless,49,1012
131389,Union Telephone Company,Union Telephone Company,Union Wireless,56,349748
150327,"United Electric Cooperative, Inc.",United Sky Wireless,"United Services, Inc.",29,33727
131395,"United Telephone Association, Inc.","United Communications Association, Inc.",United Communications Association,20,12553
131395,"United Telephone Association, Inc.",United Telephone Association Inc,United Telephone,40,50
131395,"United Telephone Association, Inc.","United Wireless Communications, Inc.",United Wireless,20,130772
131396,United Telephone Company,"United Telephone Company, Inc.",United Telephone Company,47,113578
131397,"UniTek, Inc.","Unicap, Inc.",Bluestreak,23,11065
900364,"Unitel, Inc.",Unitel,"Unitek, Inc.",23,10156
900438,Unite Private Networks,Unite Private Networks,"Unite Private Networks, LLC",13,290206
900438,Unite Private Networks,"Unite Private Networks, LLC",Unite Private Networks,08,32876
900438,Unite Private Networks,"Unite Private Networks, LLC","Unite Private Networks, LLC",31,137517
900968,"unWired Broadband, Inc.","unWIred Broadband, Inc.","unWIred Broadband, Inc.",06,2157034
250080,"UnwiredWest, LLC",XS Media,UnwiredWest Internet,41,340402
900034,Upper Peninsula Telephone Company,Upper Peninsula Telephone Company,Alphacomm.net,26,14253
131401,Upsala Cooperative Telephone Association,Upsala Cooperative Telephone Association,Sytek Communications,27,2917
150330,"Upward Access, LLC",Upward Access,Upward Access,41,176176
250081,"Urban Communications, Inc.","Urban Communications, Inc.","Urban Communications, Inc.",17,3120416
900436,"USA Choice Internet Services Company, LLC","USA Choice Internet Services Company, LLC","USA Choice Internet Services Company, LLC",42,37524
131404,"USA Companies, L.P.",Antilles Wireless,USA Communications,31,49884
131404,"USA Companies, L.P.","Antilles Wireless, LLC",USA Communications,06,37105
131404,"USA Companies, L.P.","Antilles Wireless, LLC",USA Communications,08,4503
131404,"USA Companies, L.P.","Antilles Wireless, LLC","USA Companies, L.P.",30,146256
131404,"USA Companies, L.P.","Cable Montana, LLC","USA Companies, L.P.",30,8242
131404,"USA Companies, L.P.",Cable Nebraska,USA Communications,31,19502
131404,"USA Companies, L.P.",USA Communications,USA Communications,31,70443
130879,"USAi.net, Inc.",USAi.net,USAi.net,25,645344
900702,US Internet of Minnetonka,US Internet of Minnetonka,USI Wireless,27,383353
150331,US Sonet LLC,US SONET LLC,US SONET,17,8059
900496,Utah Broadband,Utah Broadband,Utah Broadband,49,1917913
230051,Utah Telecommunication Open Infrastructure Agency,UTOPIA,UTOPIA,49,205576
131407,UTMA,Turtle Mountain Communications,Turtle Mountain Communications,38,27313
131407,UTMA,United Telephone Mutual Aid Corporation,UTMA,38,18929
131408,VAL-ED Joint Venture L.L.P.,VAL-ED Joint Venture LLP,702 Communications,38,136708
131408,VAL-ED Joint Venture L.L.P.,"VAL-ED Joint Venture, LLP",702 Communications,27,53199
131409,"Valley Telecommunications Cooperative Association, Inc.",Valley Telecommunications,Valley Telecommunications,46,5681
900334,Valley Telephone,Valley Telephone,Knology,01,4977
131411,"Valley Telephone Cooperative, Inc.",Copper Valley Telephone,Valley Telecom Group,04,9618
131411,"Valley Telephone Cooperative, Inc.","Copper Valley Telephone, Inc.",Valley Telecom Group,35,170
131411,"Valley Telephone Cooperative, Inc.",Valley Connections LLC,Valley Telecom Group,04,13642
131411,"Valley Telephone Cooperative, Inc.",Valley Connections LLC,Valley TeleCom Group,04,5788
131411,"Valley Telephone Cooperative, Inc.",Valley Telecom Cooperative,Valley Telecom Group,04,5575
131411,"Valley Telephone Cooperative, Inc.","Valley Telephone Cooperative, Inc.",Valley Telecom Group,35,1794
